CODE_GENDER;FLAG_OWN_CAR;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;DAYS_BIRTH;DAYS_EMPLOYED;FLAG_WORK_PHONE;FLAG_PHONE;FLAG_EMAIL;OCCUPATION_TYPE;CNT_FAM_MEMBERS;opentime;y
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1;-13;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1;-13;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1;-12;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1;-12;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1;-12;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1;-11;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -9;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -9;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -7;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -6;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -5;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -5;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -5;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -4;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -4;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -3;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -1;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -1;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1;  0;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -1;0
F;N;Y; 0; 297000,0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-15519; -3234;0;0;0;Laborers; 1; -7;0
F;N;N; 0; 157500,0;Commercial associate;Higher education;Married;House / apartment;-13642; -4846;0;1;0;High skill tech staff; 2;-43;0
F;N;N; 0; 157500,0;Commercial associate;Higher education;Married;House / apartment;-13642; -4846;0;1;0;High skill tech staff; 2;-14;0
F;N;N; 0; 157500,0;Commercial associate;Higher education;Married;House / apartment;-13642; -4846;0;1;0;High skill tech staff; 2;-23;0
F;N;N; 0; 157500,0;Commercial associate;Higher education;Married;House / apartment;-13642; -4846;0;1;0;High skill tech staff; 2;-30;0
F;N;N; 0; 157500,0;Commercial associate;Higher education;Married;House / apartment;-13642; -4846;0;1;0;High skill tech staff; 2;-48;0
M;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-15484; -1408;1;1;0;Drivers; 2;-12;0
M;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-15484; -1408;1;1;0;Drivers; 2;-17;0
M;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-15484; -1408;1;1;0;Drivers; 2;  0;0
M;N;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-15484; -1408;1;1;0;Drivers; 2;-12;0
F;Y;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-17785; -1712;0;0;0;Laborers; 2; -4;0
F;Y;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-17785; -1712;0;0;0;Laborers; 2;-39;0
F;Y;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-17785; -1712;0;0;0;Laborers; 2;-51;0
F;Y;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-17785; -1712;0;0;0;Laborers; 2; -3;0
F;Y;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-17785; -1712;0;0;0;Laborers; 2;-15;0
F;Y;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-17785; -1712;0;0;0;Laborers; 2;-28;0
F;Y;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-17785; -1712;0;0;0;Laborers; 2;-26;0
F;Y;Y; 0; 135000,0;Working;Secondary / secondary special;Married;House / apartment;-17785; -1712;0;0;0;Laborers; 2;-38;0
M;Y;Y; 0; 112500,0;State servant;Secondary / secondary special;Married;House / apartment;-20874; -2381;0;1;0;Drivers; 2;-10;0
M;Y;Y; 0; 112500,0;State servant;Secondary / secondary special;Married;House / apartment;-20874; -2381;0;1;0;Drivers; 2;-58;0
M;Y;Y; 0; 112500,0;State servant;Secondary / secondary special;Married;House / apartment;-20874; -2381;0;1;0;Drivers; 2;-58;0
M;Y;Y; 0; 112500,0;State servant;Secondary / secondary special;Married;House / apartment;-20874; -2381;0;1;0;Drivers; 2;-10;0
M;Y;Y; 0; 112500,0;State servant;Secondary / secondary special;Married;House / apartment;-20874; -2381;0;1;0;Drivers; 2;-10;0
M;Y;Y; 0; 112500,0;State servant;Secondary / secondary special;Married;House / apartment;-20874; -2381;0;1;0;Drivers; 2;-16;0
F;Y;Y; 0; 270000,0;Working;Secondary / secondary special;Separated;House / apartment;-16582; -1194;1;1;0;Cleaning staff; 1;-30;0
F;Y;Y; 0; 270000,0;Working;Secondary / secondary special;Separated;House / apartment;-16582; -1194;1;1;0;Cleaning staff; 1; -6;0
F;Y;Y; 0; 270000,0;Working;Secondary / secondary special;Separated;House / apartment;-16582; -1194;1;1;0;Cleaning staff; 1;-17;0
F;Y;Y; 0; 270000,0;Working;Secondary / secondary special;Separated;House / apartment;-16582; -1194;1;1;0;Cleaning staff; 1;-19;0
F;Y;Y; 0; 270000,0;Working;Secondary / secondary special;Separated;House / apartment;-16582; -1194;1;1;0;Cleaning staff; 1;-28;0
F;Y;Y; 0; 270000,0;Working;Secondary / secondary special;Separated;House / apartment;-16582; -1194;1;1;0;Cleaning staff; 1;-21;0
F;Y;Y; 0; 270000,0;Working;Higher education;Married;House / apartment;-10628;  -828;0;0;1;Managers; 2; -4;0
F;Y;Y; 0; 270000,0;Working;Higher education;Married;House / apartment;-10628;  -828;0;0;1;Managers; 2;-24;0
M;Y;Y; 0; 157500,0;Working;Secondary / secondary special;Married;House / apartment; -9927;  -828;0;0;0;Drivers; 2;-22;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2;-40;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2;-44;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2;-35;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2;-45;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2;-59;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2; -9;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2;-32;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2;-12;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2; -5;0
M;N;Y; 0; 166500,0;Working;Secondary / secondary special;Married;House / apartment;-18926; -6276;1;1;0;Laborers; 2;-35;0
F;Y;Y; 0; 270000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-19861;-10843;0;0;1;Laborers; 2;-21;0
F;Y;Y; 0; 270000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-19861;-10843;0;0;1;Laborers; 2;-40;0
F;Y;Y; 0; 225000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-14450; -2777;0;0;0;Laborers; 2;-17;0
F;Y;Y; 0; 225000,0;Commercial associate;Secondary / secondary special;Married;House / apartment;-14450; -2777;0;0;0;Laborers; 2;-15;0
F;N;Y; 0; 315000,0;Working;Secondary / secondary special;Single / not married;House / apartment;-10554; -1194;0;0;0;Accountants; 1;-13;0
F;N;Y; 0; 315000,0;Working;Secondary / secondary special;Single / not married;House / apartment;-10554; -1194;0;0;0;Accountants; 1;-13;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Single / not married;House / apartment;-14326;  -555;0;0;0;Core staff; 3; -8;0
F;N;Y; 2; 157500,0;Working;Secondary / secondary special;Single / not married;House / apartment;-14326;  -555;0;0;0;Core staff; 3; -3;0
F;N;Y; 0; 148500,0;Working;Higher education;Married;House / apartment;-17641;  -889;0;0;0;Core staff; 2;-20;0
F;N;Y; 0; 148500,0;Working;Higher education;Married;House / apartment;-17641;  -889;0;0;0;Core staff; 2;-20;0
F;N;Y; 0; 148500,0;Working;Higher education;Married;House / apartment;-17641;  -889;0;0;0;Core staff; 2;-18;0
F;N;Y; 0; 148500,0;Working;Higher education;Married;House / apartment;-17641;  -889;0;0;0;Core staff; 2;-17;0
F;N;Y; 0; 148500,0;Working;Higher education;Married;House / apartment;-17641;  -889;0;0;0;Core staff; 2; -7;0
F;N;Y; 0; 148500,0;Working;Higher education;Married;House / apartment;-17641;  -889;0;0;0;Core staff; 2;-11;0
F;N;Y; 2; 202500,0;Working;Higher education;Married;House / apartment;-10997; -2289;0;0;1;Core staff; 4;-34;0
F;N;Y; 2; 202500,0;Working;Higher education;Married;House / apartment;-10997; -2289;0;0;1;Core staff; 4;-56;0
F;N;Y; 2; 202500,0;Working;Higher education;Married;House / apartment;-10997; -2289;0;0;1;Core staff; 4;-47;0
F;N;Y; 2; 202500,0;Working;Higher education;Married;House / apartment;-10997; -2289;0;0;1;Core staff; 4;-51;0
F;N;Y; 2; 202500,0;Working;Higher education;Married;House / apartment;-10997; -2289;0;0;1;Core staff; 4;-55;0
M;N;Y; 0; 202500,0;Working;Secondary / secondary special;Single / not married;House / apartment; -8861;  -889;1;0;0;Drivers; 1;-24;0
M;N;Y; 0; 202500,0;Working;Secondary / secondary special;Single / not married;House / apartment; -8861;  -889;1;0;0;Drivers; 1; -9;0
F;Y;Y; 0; 112500,0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment; -7489;  -797;0;1;1;Private service staff; 1;  0;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2;-45;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2;-27;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2; -4;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2;-10;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2;-15;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2;-36;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2;-22;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2;-35;0
M;Y;Y; 0; 315000,0;Working;Secondary / secondary special;Civil marriage;House / apartment;-10450; -2077;0;0;0;Sales staff; 2;-39;0
F;Y;Y; 0; 270000,0;Commercial associate;Incomplete higher;Civil marriage;Municipal apartment;-10264; -3173;0;1;1;High skill tech staff; 2;-20;0
F;Y;Y; 0; 270000,0;Commercial associate;Incomplete higher;Civil marriage;Municipal apartment;-10264; -3173;0;1;1;High skill tech staff; 2;-43;0
F;Y;Y; 1; 450000,0;State servant;Higher education;Married;House / apartment;-17726;  -708;0;1;1;Core staff; 3;-22;0
F;Y;Y; 1; 450000,0;State servant;Higher education;Married;House / apartment;-17726;  -708;0;1;1;Core staff; 3;-28;0
M;N;Y; 1; 180000,0;Working;Secondary / secondary special;Married;With parents;-14122; -1286;0;0;0;Drivers; 3;-30;0
F;N;Y; 0; 112500,0;Working;Higher education;Civil marriage;House / apartment;-10064; -3173;0;0;1;Laborers; 2;-43;0
F;N;Y; 0; 112500,0;Working;Higher education;Civil marriage;House / apartment;-10064; -3173;0;0;1;Laborers; 2;-15;0
F;N;Y; 0; 112500,0;Working;Higher education;Civil marriage;House / apartment;-10064; -3173;0;0;1;Laborers; 2;-19;0
M;N;Y; 0;  90000,0;Working;Secondary / secondary special;Married;House / apartment;-20531; -5730;0;0;0;Drivers; 2;-51;0
